column_name,data_type,is_key,business_description
supp_amt_norm,INTEGER,NONE,normalized quantitative value for aggregate reporting
order_name_pk,VARCHAR(255),PRIMARY,foreign key mapping to parent entity relational graph
addr_desc_raw,INTEGER,NONE,normalized quantitative value for aggregate reporting
sale_stat_norm,VARCHAR(255),NONE,unique identifier for the primary record
inv_stat_sys,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
order_code_sys,UUID,NONE,unique identifier for the primary record
emp_qty_v2,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
inv_stat_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
cust_uuid_01,DATETIME,NONE,categorical label for domain classification
txn_dt_norm,INTEGER,NONE,normalized quantitative value for aggregate reporting
emp_code_v2,DATETIME,NONE,foreign key mapping to parent entity relational graph
cust_name_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
order_uuid_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
inv_ref_v2,VARCHAR(255),NONE,status flag indicating current operational state
addr_code_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
dept_ref_01,UUID,NONE,status flag indicating current operational state
txn_ref_fk,UUID,FOREIGN,temporal marker for transaction lifecycle
txn_id_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
user_ref_pk,VARCHAR(255),PRIMARY,categorical label for domain classification
dept_qty_sys,UUID,NONE,status flag indicating current operational state
supp_stat_fk,DATETIME,FOREIGN,unique identifier for the primary record
inv_uuid_fk,"DECIMAL(10,2)",FOREIGN,status flag indicating current operational state
dept_ref_01,VARCHAR(255),NONE,categorical label for domain classification
txn_ref_raw,UUID,NONE,categorical label for domain classification
dept_uuid_raw,UUID,NONE,unique identifier for the primary record
cust_id_01,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
emp_amt_pk,INTEGER,PRIMARY,secondary reference index for cross-table lookup
addr_amt_sys,DATETIME,NONE,foreign key mapping to parent entity relational graph
cust_amt_sys,INTEGER,NONE,normalized quantitative value for aggregate reporting
sale_stat_01,"DECIMAL(10,2)",NONE,unique identifier for the primary record
user_dt_raw,VARCHAR(255),NONE,status flag indicating current operational state
sale_stat_01,UUID,NONE,categorical label for domain classification
order_qty_pk,DATETIME,PRIMARY,descriptive string for human-readable indexing
prod_uuid_v2,DATETIME,NONE,normalized quantitative value for aggregate reporting
txn_id_01,INTEGER,NONE,descriptive string for human-readable indexing
dept_dt_v2,INTEGER,NONE,status flag indicating current operational state
addr_desc_pk,DATETIME,PRIMARY,unique identifier for the primary record
supp_cat_norm,VARCHAR(255),NONE,unique identifier for the primary record
txn_stat_v2,UUID,NONE,unique identifier for the primary record
inv_id_v2,VARCHAR(255),NONE,categorical label for domain classification
supp_amt_01,INTEGER,NONE,temporal marker for transaction lifecycle
emp_dt_pk,VARCHAR(255),PRIMARY,categorical label for domain classification
cust_desc_sys,UUID,NONE,temporal marker for transaction lifecycle
supp_name_pk,"DECIMAL(10,2)",PRIMARY,status flag indicating current operational state
txn_name_fk,VARCHAR(255),FOREIGN,descriptive string for human-readable indexing
supp_code_fk,DATETIME,FOREIGN,descriptive string for human-readable indexing
txn_name_v2,UUID,NONE,unique identifier for the primary record
prod_dt_01,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
prod_desc_01,DATETIME,NONE,foreign key mapping to parent entity relational graph
order_uuid_v2,"DECIMAL(10,2)",NONE,unique identifier for the primary record
prod_dt_raw,DATETIME,NONE,temporal marker for transaction lifecycle
user_code_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
order_desc_sys,VARCHAR(255),NONE,descriptive string for human-readable indexing
supp_code_pk,VARCHAR(255),PRIMARY,descriptive string for human-readable indexing
supp_dt_fk,UUID,FOREIGN,categorical label for domain classification
order_amt_norm,UUID,NONE,normalized quantitative value for aggregate reporting
txn_amt_01,INTEGER,NONE,temporal marker for transaction lifecycle
cust_name_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
cust_ref_sys,INTEGER,NONE,unique identifier for the primary record
txn_cat_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
cust_stat_pk,DATETIME,PRIMARY,normalized quantitative value for aggregate reporting
txn_name_v2,UUID,NONE,secondary reference index for cross-table lookup
sale_amt_pk,VARCHAR(255),PRIMARY,temporal marker for transaction lifecycle
emp_qty_sys,UUID,NONE,unique identifier for the primary record
order_desc_01,UUID,NONE,foreign key mapping to parent entity relational graph
inv_dt_raw,DATETIME,NONE,temporal marker for transaction lifecycle
inv_name_norm,DATETIME,NONE,status flag indicating current operational state
dept_cat_01,DATETIME,NONE,status flag indicating current operational state
inv_code_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
cust_amt_v2,INTEGER,NONE,categorical label for domain classification
sale_ref_raw,"DECIMAL(10,2)",NONE,unique identifier for the primary record
emp_name_raw,DATETIME,NONE,secondary reference index for cross-table lookup
txn_cat_norm,VARCHAR(255),NONE,categorical label for domain classification
user_code_norm,DATETIME,NONE,normalized quantitative value for aggregate reporting
addr_name_01,UUID,NONE,unique identifier for the primary record
user_id_raw,INTEGER,NONE,status flag indicating current operational state
order_amt_sys,INTEGER,NONE,foreign key mapping to parent entity relational graph
txn_stat_fk,DATETIME,FOREIGN,temporal marker for transaction lifecycle
prod_dt_01,INTEGER,NONE,secondary reference index for cross-table lookup
supp_amt_raw,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
inv_qty_v2,VARCHAR(255),NONE,temporal marker for transaction lifecycle
supp_amt_fk,INTEGER,FOREIGN,unique identifier for the primary record
txn_code_pk,INTEGER,PRIMARY,secondary reference index for cross-table lookup
sale_qty_fk,UUID,FOREIGN,descriptive string for human-readable indexing
addr_qty_01,INTEGER,NONE,secondary reference index for cross-table lookup
emp_amt_01,DATETIME,NONE,categorical label for domain classification
order_ref_v2,UUID,NONE,categorical label for domain classification
sale_stat_01,VARCHAR(255),NONE,descriptive string for human-readable indexing
dept_qty_v2,INTEGER,NONE,categorical label for domain classification
addr_cat_v2,VARCHAR(255),NONE,unique identifier for the primary record
sale_dt_raw,INTEGER,NONE,normalized quantitative value for aggregate reporting
user_amt_01,DATETIME,NONE,status flag indicating current operational state
inv_name_sys,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
user_dt_raw,INTEGER,NONE,secondary reference index for cross-table lookup
order_ref_01,"DECIMAL(10,2)",NONE,categorical label for domain classification
user_code_norm,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
inv_cat_norm,UUID,NONE,normalized quantitative value for aggregate reporting
cust_stat_raw,UUID,NONE,foreign key mapping to parent entity relational graph
addr_cat_sys,INTEGER,NONE,categorical label for domain classification
user_id_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
prod_id_sys,VARCHAR(255),NONE,categorical label for domain classification
txn_code_v2,INTEGER,NONE,status flag indicating current operational state
prod_dt_norm,VARCHAR(255),NONE,unique identifier for the primary record
addr_desc_raw,INTEGER,NONE,unique identifier for the primary record
dept_code_sys,DATETIME,NONE,secondary reference index for cross-table lookup
user_name_01,DATETIME,NONE,temporal marker for transaction lifecycle
order_qty_raw,UUID,NONE,unique identifier for the primary record
sale_id_01,INTEGER,NONE,temporal marker for transaction lifecycle
order_stat_norm,INTEGER,NONE,temporal marker for transaction lifecycle
user_stat_raw,UUID,NONE,categorical label for domain classification
txn_ref_raw,UUID,NONE,categorical label for domain classification
cust_id_raw,UUID,NONE,foreign key mapping to parent entity relational graph
inv_uuid_raw,DATETIME,NONE,status flag indicating current operational state
dept_name_fk,VARCHAR(255),FOREIGN,normalized quantitative value for aggregate reporting
dept_stat_v2,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
order_uuid_pk,DATETIME,PRIMARY,temporal marker for transaction lifecycle
emp_name_pk,VARCHAR(255),PRIMARY,unique identifier for the primary record
txn_desc_fk,VARCHAR(255),FOREIGN,descriptive string for human-readable indexing
txn_uuid_sys,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
order_desc_fk,UUID,FOREIGN,unique identifier for the primary record
emp_desc_sys,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
sale_amt_pk,INTEGER,PRIMARY,temporal marker for transaction lifecycle
user_qty_sys,INTEGER,NONE,foreign key mapping to parent entity relational graph
emp_id_pk,INTEGER,PRIMARY,status flag indicating current operational state
cust_code_sys,"DECIMAL(10,2)",NONE,status flag indicating current operational state
txn_desc_01,INTEGER,NONE,unique identifier for the primary record
supp_code_norm,DATETIME,NONE,categorical label for domain classification
dept_stat_v2,DATETIME,NONE,normalized quantitative value for aggregate reporting
sale_uuid_01,UUID,NONE,temporal marker for transaction lifecycle
order_qty_pk,VARCHAR(255),PRIMARY,foreign key mapping to parent entity relational graph
supp_cat_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
dept_ref_fk,UUID,FOREIGN,secondary reference index for cross-table lookup
user_ref_raw,INTEGER,NONE,normalized quantitative value for aggregate reporting
dept_code_norm,UUID,NONE,descriptive string for human-readable indexing
prod_stat_pk,INTEGER,PRIMARY,secondary reference index for cross-table lookup
inv_ref_v2,DATETIME,NONE,status flag indicating current operational state
txn_ref_raw,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
user_amt_raw,VARCHAR(255),NONE,descriptive string for human-readable indexing
inv_qty_01,UUID,NONE,categorical label for domain classification
supp_dt_v2,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
addr_cat_v2,"DECIMAL(10,2)",NONE,status flag indicating current operational state
cust_name_raw,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
addr_qty_sys,INTEGER,NONE,descriptive string for human-readable indexing
dept_dt_raw,UUID,NONE,secondary reference index for cross-table lookup
order_name_sys,INTEGER,NONE,status flag indicating current operational state
txn_desc_norm,DATETIME,NONE,categorical label for domain classification
addr_uuid_01,INTEGER,NONE,secondary reference index for cross-table lookup
emp_ref_01,UUID,NONE,unique identifier for the primary record
prod_code_fk,UUID,FOREIGN,status flag indicating current operational state
cust_ref_pk,UUID,PRIMARY,temporal marker for transaction lifecycle
txn_cat_v2,UUID,NONE,categorical label for domain classification
user_ref_v2,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
order_code_raw,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
txn_stat_raw,UUID,NONE,normalized quantitative value for aggregate reporting
prod_amt_pk,INTEGER,PRIMARY,normalized quantitative value for aggregate reporting
cust_amt_sys,DATETIME,NONE,secondary reference index for cross-table lookup
dept_uuid_raw,DATETIME,NONE,categorical label for domain classification
prod_name_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
user_amt_v2,DATETIME,NONE,normalized quantitative value for aggregate reporting
prod_stat_01,UUID,NONE,normalized quantitative value for aggregate reporting
dept_name_sys,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
inv_uuid_fk,DATETIME,FOREIGN,categorical label for domain classification
addr_ref_01,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
supp_ref_fk,UUID,FOREIGN,secondary reference index for cross-table lookup
dept_id_raw,DATETIME,NONE,foreign key mapping to parent entity relational graph
cust_qty_norm,INTEGER,NONE,normalized quantitative value for aggregate reporting
dept_dt_01,DATETIME,NONE,temporal marker for transaction lifecycle
inv_stat_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_dt_raw,VARCHAR(255),NONE,categorical label for domain classification
txn_desc_sys,DATETIME,NONE,unique identifier for the primary record
emp_ref_raw,VARCHAR(255),NONE,temporal marker for transaction lifecycle
emp_cat_raw,UUID,NONE,descriptive string for human-readable indexing
order_ref_v2,DATETIME,NONE,temporal marker for transaction lifecycle
dept_stat_norm,DATETIME,NONE,status flag indicating current operational state
emp_ref_norm,"DECIMAL(10,2)",NONE,categorical label for domain classification
txn_code_norm,UUID,NONE,status flag indicating current operational state
cust_amt_01,INTEGER,NONE,normalized quantitative value for aggregate reporting
txn_dt_fk,VARCHAR(255),FOREIGN,foreign key mapping to parent entity relational graph
dept_dt_raw,UUID,NONE,secondary reference index for cross-table lookup
sale_qty_fk,VARCHAR(255),FOREIGN,normalized quantitative value for aggregate reporting
emp_ref_pk,"DECIMAL(10,2)",PRIMARY,foreign key mapping to parent entity relational graph
txn_cat_pk,VARCHAR(255),PRIMARY,temporal marker for transaction lifecycle
sale_dt_norm,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
prod_name_01,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
dept_code_pk,VARCHAR(255),PRIMARY,normalized quantitative value for aggregate reporting
emp_cat_01,DATETIME,NONE,status flag indicating current operational state
txn_id_v2,DATETIME,NONE,descriptive string for human-readable indexing
addr_stat_norm,INTEGER,NONE,unique identifier for the primary record
cust_desc_01,DATETIME,NONE,normalized quantitative value for aggregate reporting
emp_desc_01,UUID,NONE,foreign key mapping to parent entity relational graph
supp_ref_norm,INTEGER,NONE,descriptive string for human-readable indexing
sale_code_v2,DATETIME,NONE,descriptive string for human-readable indexing
addr_ref_01,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
